Uhrzeit;Name;Sensor;Wert;Einheit
2023/11/27T11:32:15-579;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,8;W
2023/11/27T11:32:15-880;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,4;W
2023/11/27T11:32:16-180;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,4;W
2023/11/27T11:32:16-480;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,4;W
2023/11/27T11:32:16-781;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:17-081;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:17-382;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:17-682;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:17-982;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,6;W
2023/11/27T11:32:18-282;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,6;W
2023/11/27T11:32:18-583;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,6;W
2023/11/27T11:32:18-884;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19;W
2023/11/27T11:32:19-185;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19;W
2023/11/27T11:32:19-486;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19;W
2023/11/27T11:32:19-786;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19;W
2023/11/27T11:32:20-086;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,5;W
2023/11/27T11:32:20-387;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,5;W
2023/11/27T11:32:20-687;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,5;W
2023/11/27T11:32:20-988;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20;W
2023/11/27T11:32:21-288;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20;W
2023/11/27T11:32:21-588;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20;W
2023/11/27T11:32:21-888;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,8;W
2023/11/27T11:32:22-188;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,8;W
2023/11/27T11:32:22-489;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,8;W
2023/11/27T11:32:22-789;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,1;W
2023/11/27T11:32:23-089;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,1;W
2023/11/27T11:32:23-390;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,1;W
2023/11/27T11:32:23-690;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,1;W
2023/11/27T11:32:23-990;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,9;W
2023/11/27T11:32:24-291;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,9;W
2023/11/27T11:32:24-591;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,9;W
2023/11/27T11:32:24-891;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,4;W
2023/11/27T11:32:25-193;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,4;W
2023/11/27T11:32:25-493;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,4;W
2023/11/27T11:32:25-793;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:26-093;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:26-394;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:26-694;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:26-995;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,6;W
2023/11/27T11:32:27-295;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,6;W
2023/11/27T11:32:27-596;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,6;W
2023/11/27T11:32:27-896;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,9;W
2023/11/27T11:32:28-197;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,9;W
2023/11/27T11:32:28-498;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,9;W
2023/11/27T11:32:28-798;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,5;W
2023/11/27T11:32:29-098;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,5;W
2023/11/27T11:32:29-399;MastermindTests->sucess()->repetition 3 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,5;W
2023/11/27T11:32:35-793;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28;
2023/11/27T11:32:36-093;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28;
2023/11/27T11:32:36-394;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28;
2023/11/27T11:32:36-694;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28;
2023/11/27T11:32:36-994;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;46,9;
2023/11/27T11:32:37-294;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;46,9;
2023/11/27T11:32:37-595;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;46,9;
2023/11/27T11:32:37-896;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;56;
2023/11/27T11:32:38-197;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;56;
2023/11/27T11:32:38-498;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;56;
2023/11/27T11:32:38-799;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,9;
2023/11/27T11:32:39-100;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,9;
2023/11/27T11:32:39-399;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,9;
2023/11/27T11:32:39-699;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,9;
2023/11/27T11:32:40-000;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,1;
2023/11/27T11:32:40-301;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,1;
2023/11/27T11:32:40-601;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,1;
2023/11/27T11:32:40-901;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,7;
2023/11/27T11:32:41-202;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,7;
2023/11/27T11:32:41-503;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,7;
2023/11/27T11:32:41-803;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,5;
2023/11/27T11:32:42-103;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,5;
2023/11/27T11:32:42-404;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,5;
2023/11/27T11:32:42-703;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,5;
2023/11/27T11:32:43-004;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;41,8;
2023/11/27T11:32:43-304;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;41,8;
2023/11/27T11:32:43-604;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;41,8;
2023/11/27T11:32:43-905;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,8;
2023/11/27T11:32:44-205;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,8;
2023/11/27T11:32:44-505;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,8;
2023/11/27T11:32:44-806;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,4;
2023/11/27T11:32:45-107;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,4;
2023/11/27T11:32:45-409;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,4;
2023/11/27T11:32:45-710;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,4;
2023/11/27T11:32:46-010;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,1;
2023/11/27T11:32:46-311;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,1;
2023/11/27T11:32:46-612;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,1;
2023/11/27T11:32:46-912;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,8;
2023/11/27T11:32:47-212;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,8;
2023/11/27T11:32:47-512;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,8;
2023/11/27T11:32:47-813;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,8;
2023/11/27T11:32:48-113;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,8;
2023/11/27T11:32:48-414;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,8;
2023/11/27T11:32:48-715;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,2;
2023/11/27T11:32:49-016;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,2;
2023/11/27T11:32:49-317;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,2;
2023/11/27T11:32:49-618;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,2;
2023/11/27T11:32:49-919;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,1;
2023/11/27T11:32:50-219;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,1;
2023/11/27T11:32:50-519;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,1;
2023/11/27T11:32:50-820;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;27,5;
2023/11/27T11:32:51-121;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;27,5;
2023/11/27T11:32:51-421;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;27,5;
2023/11/27T11:32:51-721;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,8;
2023/11/27T11:32:52-022;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,8;
2023/11/27T11:32:52-323;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,8;
2023/11/27T11:32:52-625;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,8;
2023/11/27T11:32:52-926;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;42,8;
2023/11/27T11:32:53-227;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;42,8;
2023/11/27T11:32:53-528;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;42,8;
2023/11/27T11:32:53-828;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;45,2;
2023/11/27T11:32:54-129;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;45,2;
2023/11/27T11:32:54-430;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;45,2;
2023/11/27T11:32:54-730;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,5;
2023/11/27T11:32:55-030;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,5;
2023/11/27T11:32:35-793;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,4;W
2023/11/27T11:32:36-093;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,4;W
2023/11/27T11:32:36-394;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,4;W
2023/11/27T11:32:36-694;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,4;W
2023/11/27T11:32:36-994;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,1;W
2023/11/27T11:32:37-294;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,1;W
2023/11/27T11:32:37-595;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,1;W
2023/11/27T11:32:37-896;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,8;W
2023/11/27T11:32:38-197;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,8;W
2023/11/27T11:32:38-498;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,8;W
2023/11/27T11:32:38-799;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;21,1;W
2023/11/27T11:32:39-100;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;21,1;W
2023/11/27T11:32:39-399;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;21,1;W
2023/11/27T11:32:39-699;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;21,1;W
2023/11/27T11:32:40-000;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,7;W
2023/11/27T11:32:40-301;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,7;W
2023/11/27T11:32:40-601;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,7;W
2023/11/27T11:32:40-901;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,7;W
2023/11/27T11:32:41-202;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,7;W
2023/11/27T11:32:41-503;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,7;W
2023/11/27T11:32:41-803;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,1;W
2023/11/27T11:32:42-103;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,1;W
2023/11/27T11:32:42-404;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,1;W
2023/11/27T11:32:42-703;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,1;W
2023/11/27T11:32:43-004;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;21,3;W
2023/11/27T11:32:43-304;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;21,3;W
2023/11/27T11:32:43-604;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;21,3;W
2023/11/27T11:32:43-905;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,8;W
2023/11/27T11:32:44-205;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,8;W
2023/11/27T11:32:44-505;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,8;W
2023/11/27T11:32:44-806;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18;W
2023/11/27T11:32:45-107;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18;W
2023/11/27T11:32:45-409;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18;W
2023/11/27T11:32:45-710;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18;W
2023/11/27T11:32:46-010;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,7;W
2023/11/27T11:32:46-311;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,7;W
2023/11/27T11:32:46-612;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,7;W
2023/11/27T11:32:46-912;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:47-212;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:47-512;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:32:47-813;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,2;W
2023/11/27T11:32:48-113;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,2;W
2023/11/27T11:32:48-414;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,2;W
2023/11/27T11:32:48-715;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,2;W
2023/11/27T11:32:49-016;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,9;W
2023/11/27T11:32:49-317;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,9;W
2023/11/27T11:32:49-618;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,9;W
2023/11/27T11:32:49-919;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,1;W
2023/11/27T11:32:50-219;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,1;W
2023/11/27T11:32:50-519;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,1;W
2023/11/27T11:32:50-820;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,3;W
2023/11/27T11:32:51-121;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,3;W
2023/11/27T11:32:51-421;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,3;W
2023/11/27T11:32:51-721;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,3;W
2023/11/27T11:32:52-022;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,7;W
2023/11/27T11:32:52-323;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,7;W
2023/11/27T11:32:52-625;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,7;W
2023/11/27T11:32:52-926;MastermindTests->sucess()->repetition 4 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,4;W
